[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FP => Sixty-eight:[303,314]; score:1.000000; title:68_(number); score:0.500000
	FP => trash bin:[374,383]; score:0.239722; title:Dumpster; score:0.521017
	FP => police:[1207,1213]; score:0.856587; title:Police; score:0.172434
	FP => airport luggage:[19,34]; score:0.927483; title:Airport_security; score:1.000000
	FP => organized criminal activity:[647,674]; score:1.000000; title:Organized_crime; score:0.500000
	FP => Harris County:[868,881]; score:1.493154; title:Harris_County,_Texas; score:0.688080
 => Airport:[270,277]; score:1.114061; title:George_Bush_Intercontinental_Airport; score:1.000000
	FP => luggage:[412,419]; score:0.788530; title:Luggage; score:0.711941
	FP => luggage:[27,34]; score:1.229303; title:Luggage; score:0.778209
	FP => Venegas:[773,780]; score:1.000000; title:Venegas; score:0.500000
	FP => immediately:[1289,1300]; score:1.000000; title:Immediately_(law); score:0.500000
	FP => contractor:[168,178]; score:0.000000; title:General_contractor; score:0.254974
 => London:[1267,1273]; score:1.347612; title:London; score:0.157340
	FP => Aguilar:[810,817]; score:0.166748; title:Aguilar,_Pangasinan; score:0.397151
	FP => baggage-handling:[54,70]; score:1.000000; title:Baggage_handling_system; score:0.500000
 => Bush Intercontinental Airport:[248,277]; score:1.084648; title:George_Bush_Intercontinental_Airport; score:1.000000
	FP => Houston:[580,587]; score:0.733486; title:Houston,_Texas; score:0.169609
 => United States:[1140,1153]; score:1.378839; title:United_States; score:0.225495
	FP => airport:[19,26]; score:0.848088; title:Airport; score:0.174404
	FP => pet store:[104,113]; score:1.037405; title:Pet_store; score:1.000000
	FP => telephone:[1225,1234]; score:1.047989; title:Telephone; score:0.178425
	FP => pet store:[362,371]; score:1.037405; title:Pet_store; score:1.000000
 => George Bush Intercontinental Airport:[241,277]; score:1.236079; title:George_Bush_Intercontinental_Airport; score:1.000000
	FP => Bush:[248,252]; score:0.508793; title:George_H._W._Bush; score:0.416866
	FP => police:[279,285]; score:0.996111; title:Police; score:0.148453
	FP => luggage:[514,521]; score:0.722351; title:Luggage; score:0.700496
	FP => Houston Police:[580,594]; score:1.051658; title:Houston_Police_Department; score:1.000000
	FP => Menzies:[1051,1058]; score:0.552251; title:Robert_Menzies; score:0.138424
 => George Bush Intercontinental:[241,269]; score:1.108970; title:George_Bush_Intercontinental_Airport; score:1.000000
	FP => Aguilar:[713,720]; score:0.259575; title:Aguilar,_Pangasinan; score:0.402089
 => Carlos Osorio:[726,739]; score:1.000000; title:Carlos_Manuel_Arana_Osorio; score:0.500000
	FP => Venegas:[938,945]; score:1.000000; title:Venegas; score:0.500000
	FP => baggage-handling:[151,167]; score:1.000000; title:Baggage_handling_system; score:0.500000
	FP => Menzies Aviation:[1051,1067]; score:0.965667; title:John_Menzies; score:1.000000
	FP => Erick:[745,750]; score:0.552367; title:Erick,_Oklahoma; score:0.665356
	FP => George Bush:[241,252]; score:0.316805; title:George_H._W._Bush; score:0.390248
 => Houston:[354,361]; score:1.015521; title:Houston,_Texas; score:0.178703
 => Texas:[13,18]; score:1.586075; title:Texas; score:0.228671
	FP => pet:[362,365]; score:1.343695; title:Pet; score:0.309506
 => Intercontinental Airport:[253,277]; score:1.113546; title:George_Bush_Intercontinental_Airport; score:1.000000
	FP => pet:[104,107]; score:1.347997; title:Pet; score:0.311464
	FP => $20,000:[890,897]; score:1.000000; title:$20,000; score:0.500000
	FP => organized criminal:[647,665]; score:0.945240; title:Organized_crime; score:1.000000
	FP => luggage:[325,332]; score:1.001243; title:Luggage; score:0.731629
P/R/F:0.1627907/0.7777778/0.26923075; tpCount:7.0; fpCount:36.0; fnCount:2.0
[Hea16451212.txt]
***************** Gold Standard: ***********************
	FN => Washington:[1524,1534]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Pittsburgh:[3887,3897]; score:1.000000; title:Pittsburgh, Pennsylvania; score:1.000000
 => SCHIP:[1678,1683]; score:1.000000; title:State Children's Health Insurance Program; score:1.000000
 => Highmark Blue Cross Blue Shield:[3911,3942]; score:1.000000; title:Highmark; score:1.000000
 => Medicaid:[917,925]; score:1.000000; title:Medicaid; score:1.000000
 => Western Pennsylvania:[3946,3966]; score:1.000000; title:Western Pennsylvania; score:1.000000
	FN => Alabama:[346,353]; score:1.000000; title:Alabama; score:1.000000
 => Alabama:[2106,2113]; score:1.000000; title:Alabama; score:1.000000
 => Medicaid:[4585,4593]; score:1.000000; title:Medicaid; score:1.000000
 => U.S.:[1105,1109]; score:1.000000; title:United States; score:1.000000
	FN => Blue Cross and Blue Shield of Alabama:[777,814]; score:1.000000; title:Blue Cross and Blue Shield of Alabama; score:1.000000
 => U.S. government:[291,306]; score:1.000000; title:U.S. government; score:1.000000
 => Highmark:[4203,4211]; score:1.000000; title:Highmark; score:1.000000
 => Alabama:[4354,4361]; score:1.000000; title:Alabama; score:1.000000
 => United States:[1136,1149]; score:1.000000; title:United States; score:1.000000
 => U.S. Congress:[1589,1602]; score:1.000000; title:United States Congress; score:1.000000
	FN => University of Alabama at Birmingham:[3521,3556]; score:1.000000; title:University of Alabama at Birmingham; score:1.000000
	FN => State Children's Health Insurance Program:[1635,1676]; score:1.000000; title:State Children's Health Insurance Program; score:1.000000
 => SCHIP:[4312,4317]; score:1.000000; title:State Children's Health Insurance Program; score:1.000000
 => Ala.:[133,137]; score:1.000000; title:Alabama; score:1.000000
	FN => School of Nursing:[3557,3574]; score:1.000000; title:School of Nursing; score:1.000000
	FN => BIRMINGHAM:[121,131]; score:1.000000; title:Birmingham, Alabama; score:1.000000
	FN => Reuters:[2819,2826]; score:1.000000; title:Reuters; score:1.000000
	FN => Congress:[4291,4299]; score:1.000000; title:United States Congress; score:1.000000

************************ System Result: ***************************
	FP => insurance:[501,510]; score:0.692128; title:Insurance; score:0.352782
	FP => lurch:[1805,1810]; score:1.000000; title:LURCH; score:0.500000
	FP => poverty:[4834,4841]; score:0.846645; title:Poverty; score:0.294908
 => Medicaid:[917,925]; score:0.752163; title:Medicaid; score:0.697898
	FP => steel:[3996,4001]; score:0.894537; title:Steel; score:0.158770
 => Alabama:[2106,2113]; score:0.591707; title:Alabama; score:0.155752
	FP => insurance:[3054,3063]; score:0.489409; title:Insurance; score:0.298901
	FP => insurance:[3835,3844]; score:0.313317; title:Insurance; score:0.255417
	FP => tobacco companies:[4474,4491]; score:0.947774; title:Tobacco_industry; score:1.000000
	FP => eye:[3394,3397]; score:0.280328; title:Eye; score:0.141189
 => Highmark:[3911,3919]; score:1.282467; title:Highmark; score:1.000000
	FP => 2004:[1417,1421]; score:0.681662; title:2004; score:0.143662
	FP => eye:[3657,3660]; score:0.818804; title:Eye; score:0.171457
	FP => Sharp:[2590,2595]; score:0.321304; title:Sharp_Corporation; score:0.145897
	FP => working poor:[4273,4285]; score:1.139743; title:Working_poor; score:1.000000
	FP => insurance:[7,16]; score:0.493121; title:Insurance; score:0.335718
	FP => 1997:[4219,4223]; score:1.319175; title:1997; score:0.182722
 => SCHIP:[1678,1683]; score:1.118090; title:State_Children's_Health_Insurance_Program; score:1.000000
	FP => Sharp:[3377,3382]; score:0.000000; title:Sharp_Corporation; score:0.142638
	FP => Nursing:[3567,3574]; score:1.041959; title:Nursing; score:0.447720
	FP => insurance:[4622,4631]; score:0.347900; title:Insurance; score:0.265450
	FP => Birmingham:[3546,3556]; score:0.708084; title:Birmingham,_Alabama; score:0.176788
	FP => charity:[880,887]; score:0.296742; title:Charitable_organization; score:0.152616
	FP => laid-off:[3987,3995]; score:1.000000; title:Layoff; score:0.500000
	FP => —:[926,927]; score:1.000000; title:—; score:0.500000
	FP => foster child:[2381,2393]; score:0.853247; title:Foster_care; score:1.000000
	FP => Rohling:[324,331]; score:1.000000; title:August_Rohling; score:0.500000
	FP => special needs:[2978,2991]; score:0.788010; title:Special_needs; score:0.522338
 => Pittsburgh:[3887,3897]; score:1.041509; title:Pittsburgh,_Pennsylvania; score:0.161384
	FP => poverty level:[4834,4847]; score:0.340266; title:Poverty_threshold; score:0.558717
	FP => Reuters:[2819,2826]; score:1.106479; title:Reuters; score:1.000000
	FP => health care:[815,826]; score:0.496013; title:Health_care; score:0.257770
	FP => insurance:[1833,1842]; score:0.594867; title:Insurance; score:0.308179
	FP => —:[949,950]; score:1.000000; title:—; score:0.500000
	FP => $20,000:[4735,4742]; score:1.000000; title:$20,000; score:0.500000
	FP => Medicaid:[1494,1502]; score:1.154049; title:Medicaid; score:0.756005
	FP => health insurance:[4136,4152]; score:0.732492; title:Health_insurance; score:0.498539
	FP => Blue Shield:[2880,2891]; score:0.252002; title:Blue_Shield_(comics); score:1.000000
	FP => insurance:[4143,4152]; score:0.526026; title:Insurance; score:0.274331
	FP => Rohling:[3420,3427]; score:1.000000; title:August_Rohling; score:0.500000
	FP => doctor:[3320,3326]; score:0.436876; title:Physician; score:0.193907
	FP => American:[3860,3868]; score:0.395878; title:United_States; score:0.175533
	FP => Blue Cross:[3920,3930]; score:1.350605; title:Blue_Cross_and_Blue_Shield_Association; score:0.693414
 => United States:[1136,1149]; score:0.505522; title:United_States; score:0.174956
	FP => paycheck:[3361,3369]; score:0.000000; title:Paycheck; score:0.346140
 => Pennsylvania:[3954,3966]; score:1.118889; title:Western_Pennsylvania; score:0.601109
	FP => health care provider:[815,835]; score:1.073377; title:Health_care_provider; score:1.000000
	FP => health insurance:[3140,3156]; score:1.149801; title:Health_insurance; score:0.611849
	FP => afford:[4851,4857]; score:1.000000; title:Affordance; score:0.500000
	FP => insurance:[3147,3156]; score:0.388973; title:Insurance; score:0.290551
	FP => medical insurance:[493,510]; score:0.712989; title:Health_insurance; score:0.685306
	FP => poverty:[4671,4678]; score:0.549029; title:Poverty; score:0.291874
 => Western Pennsylvania:[3946,3966]; score:0.765017; title:Western_Pennsylvania; score:0.583909
	FP => health care:[1280,1291]; score:0.523136; title:Health_care; score:0.213729
	FP => Sharp:[2279,2284]; score:0.220382; title:Sharp_Corporation; score:0.145209
 => Medicaid:[4585,4593]; score:0.969985; title:Medicaid; score:0.749805
	FP => asthma:[2506,2512]; score:1.030986; title:Asthma; score:1.000000
	FP => nurse:[2068,2073]; score:0.781484; title:Nurse; score:0.276107
	FP => Low cost:[3819,3827]; score:1.000000; title:No_frills; score:0.500000
	FP => Rohling:[642,649]; score:1.000000; title:August_Rohling; score:0.500000
	FP => Blue Cross and Blue Shield of Alabama:[777,814]; score:1.000000; title:Blue_Cross_and_Blue_Shield_of_Alabama; score:0.500000
	FP => 1988:[2156,2160]; score:0.847778; title:1988; score:0.168898
	FP => deafness:[3715,3723]; score:1.066149; title:Hearing_impairment; score:0.782350
	FP => Blue Shield:[3931,3942]; score:0.257310; title:Blue_Shield_(comics); score:1.000000
 => Highmark:[4203,4211]; score:1.090094; title:Highmark; score:1.000000
 => U.S. Congress:[1589,1602]; score:0.575847; title:United_States_Congress; score:0.437651
 => SCHIP:[4312,4317]; score:1.009709; title:State_Children's_Health_Insurance_Program; score:1.000000
	FP => Blue Cross:[2869,2879]; score:1.304163; title:Blue_Cross_and_Blue_Shield_Association; score:0.691869
	FP => tobacco:[4474,4481]; score:0.778969; title:Tobacco; score:0.245982
	FP => Rohling:[630,637]; score:1.000000; title:August_Rohling; score:0.500000
	FP => Sharp:[2808,2813]; score:0.000000; title:Sharp_Corporation; score:0.142633
	FP => health insurance:[1826,1842]; score:1.118920; title:Health_insurance; score:0.550719
	FP => poverty:[95,102]; score:0.491229; title:Poverty; score:0.314845
	FP => Blue Cross:[777,787]; score:1.143609; title:Blue_Cross_and_Blue_Shield_Association; score:0.738603
	FP => care provider:[822,835]; score:1.000000; title:Caregiver; score:0.500000
	FP => charity:[2323,2330]; score:0.681651; title:Charitable_organization; score:0.157559
	FP => Rohling:[154,161]; score:1.000000; title:August_Rohling; score:0.500000
	FP => health insurance:[3047,3063]; score:1.186333; title:Health_insurance; score:0.587281
	FP => health insurance:[3828,3844]; score:1.155838; title:Health_insurance; score:0.659247
 => U.S.:[1105,1109]; score:0.898598; title:United_States; score:0.163027
	FP => nurse:[3631,3636]; score:0.896041; title:Nurse; score:0.252560
	FP => epilepsy:[2685,2693]; score:0.389630; title:Epilepsy; score:0.435498
	FP => Rohling:[4769,4776]; score:1.000000; title:August_Rohling; score:0.500000
	FP => Alabama:[3535,3542]; score:0.646748; title:Alabama; score:0.198026
	FP => Health insurance:[0,16]; score:1.042710; title:Health_insurance; score:1.000000
	FP => doctor:[1868,1874]; score:0.651717; title:Physician; score:0.231473
	FP => health insurance:[979,995]; score:1.203601; title:Health_insurance; score:0.652421
	FP => family wage:[2542,2553]; score:1.000000; title:Family_wage; score:0.500000
	FP => Blue Shield:[792,803]; score:0.251739; title:Blue_Shield_(comics); score:1.000000
	FP => Blue Cross and Blue Shield:[777,803]; score:0.970427; title:Blue_Cross_and_Blue_Shield_Association; score:1.000000
	FP => insurance:[4514,4523]; score:0.452893; title:Insurance; score:0.280919
	FP => health insurance:[3798,3814]; score:1.061240; title:Health_insurance; score:0.629563
	FP => poverty:[615,622]; score:0.382102; title:Poverty; score:0.316913
	FP => insurance:[939,948]; score:0.322767; title:Insurance; score:0.283517
	FP => 1988:[666,670]; score:0.614853; title:1988; score:0.170907
	FP => afford:[1040,1046]; score:1.000000; title:Affordance; score:0.500000
	FP => health insurance:[735,751]; score:1.195898; title:Health_insurance; score:0.605450
	FP => handicapped:[2432,2443]; score:0.868925; title:Disability; score:0.607683
	FP => single person:[4717,4730]; score:1.000000; title:Single_person; score:0.500000
 => Highmark Blue Cross Blue Shield:[3911,3942]; score:1.000000; title:Highmark; score:0.500000
	FP => Blue Cross Blue Shield:[3920,3942]; score:1.087472; title:Blue_Cross_and_Blue_Shield_Association; score:1.000000
	FP => epilepsy:[2493,2501]; score:1.005807; title:Epilepsy; score:0.514548
	FP => patchwork:[1234,1243]; score:0.620082; title:Patchwork; score:0.701103
	FP => poverty rate:[4671,4683]; score:0.328922; title:Poverty_threshold; score:0.477226
 => Alabama:[4354,4361]; score:0.835478; title:Alabama; score:0.165085
	FP => bear:[3652,3656]; score:0.589458; title:Bear; score:0.175091
	FP => insurance:[3267,3276]; score:0.743882; title:Insurance; score:0.272922
	FP => insurance:[2754,2763]; score:0.389473; title:Insurance; score:0.266852
 => U.S. government:[291,306]; score:0.840165; title:Federal_government_of_the_United_States; score:0.345637
	FP => health care:[1178,1189]; score:0.130499; title:Health_care; score:0.192834
	FP => 144,000:[4020,4027]; score:1.034900; title:144000_(number); score:1.000000
	FP => just one:[858,866]; score:1.000000; title:Just_One; score:0.500000
	FP => universal health care:[1168,1189]; score:1.071805; title:Universal_health_care; score:0.734271
	FP => University of Alabama:[3521,3542]; score:1.051507; title:University_of_Alabama; score:0.626271
	FP => Blue Cross Blue Shield:[2869,2891]; score:1.066443; title:Blue_Cross_and_Blue_Shield_Association; score:1.000000
	FP => nearly:[4811,4817]; score:1.000000; title:Nearly_(band); score:0.500000
 => Congress:[1594,1602]; score:0.575408; title:United_States_Congress; score:0.437427
	FP => insurance:[3805,3814]; score:0.371107; title:Insurance; score:0.266061
	FP => teddy bear:[3646,3656]; score:0.967742; title:Teddy_bear; score:1.000000
	FP => insurance:[986,995]; score:0.394903; title:Insurance; score:0.303741
	FP => Uninsured:[1511,1520]; score:1.000000; title:Health_insurance_coverage_in_the_United_States; score:0.500000
	FP => U.S.:[1589,1593]; score:0.992478; title:United_States; score:0.164731
	FP => 1990:[2576,2580]; score:0.732067; title:1990; score:0.175077
 => Ala.:[133,137]; score:0.996311; title:Alabama; score:1.000000
	FP => Alabama:[2861,2868]; score:0.373796; title:Alabama; score:0.151415
	FP => U.S.:[291,295]; score:0.843758; title:United_States; score:0.175718
