[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FP => resigned:[139,147]; score:1.000000; title:Resignation; score:0.063345
	FP => severance:[3887,3896]; score:1.000000; title:Severance_Hall; score:0.011973
	FP => Business:[2935,2943]; score:1.000000; title:Business; score:0.067390
	FP => contractual obligations:[4654,4677]; score:1.000000; title:Contract; score:0.092799
	FP => approximate:[4371,4382]; score:1.000000; title:Approximation; score:0.009924
	FP => director:[2886,2894]; score:1.000000; title:Board_of_directors; score:0.108477
	FP => awards:[3965,3971]; score:1.000000; title:Award; score:0.033786
	FP => Leadership:[2944,2954]; score:1.000000; title:Leadership; score:0.093109
	FP => split:[1123,1128]; score:1.000000; title:Split,_Croatia; score:0.015064
 => Depot:[1512,1517]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => key:[1317,1320]; score:1.000000; title:Key_(cryptography); score:0.020191
	FP => Gonzales:[5047,5055]; score:1.000000; title:Alberto_Gonzales; score:0.034203
 => General Electric Co.:[583,603]; score:1.000000; title:General_Electric; score:0.081176
	FP => Wednesday:[1047,1056]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.027899
	FP => coming:[2993,2999]; score:1.000000; title:Second_Coming_of_Christ; score:0.009318
	FP => executive vice president:[3243,3267]; score:1.000000; title:Vice_president; score:0.051000
	FP => agreement:[3611,3620]; score:1.000000; title:Belfast_Agreement; score:0.056219
	FP => customers:[4785,4794]; score:1.000000; title:Customer; score:0.044500
	FP => 401(k) plan:[4233,4244]; score:1.000000; title:401(k); score:0.088934
	FP => company:[2659,2666]; score:1.000000; title:Company; score:0.061632
	FP => leadership:[3045,3055]; score:1.000000; title:Leadership; score:0.093109
	FP => chairman:[161,169]; score:1.000000; title:Chairman; score:0.090070
	FP => year:[4747,4751]; score:1.000000; title:University; score:0.041167
	FP => stock:[3959,3964]; score:1.000000; title:Stock; score:0.112657
	FP => agreement:[3769,3778]; score:1.000000; title:Belfast_Agreement; score:0.056219
	FP => ascent:[2771,2777]; score:1.000000; title:Typeface; score:0.028273
	FP => apron:[1489,1494]; score:1.000000; title:Airport_ramp; score:0.011747
	FP => services:[3414,3422]; score:1.000000; title:Tertiary_sector_of_the_economy; score:0.007779
 => Home Depot:[2814,2824]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => re-election:[5094,5105]; score:1.000000; title:Election; score:0.055930
	FP => left:[970,974]; score:1.000000; title:Left-wing_politics; score:0.045902
	FP => Claudio:[5036,5043]; score:1.000000; title:Claudio_Monteverdi; score:0.015420
 => Home Depot:[791,801]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => Company:[4223,4230]; score:1.000000; title:Company; score:0.061632
	FP => earnings per share:[2522,2540]; score:1.000000; title:Earnings_per_share; score:0.045792
	FP => public discussion:[2619,2636]; score:1.000000; title:Public_sphere; score:0.019002
	FP => investors:[321,330]; score:1.000000; title:Investor; score:0.098091
	FP => long-term:[4140,4149]; score:1.000000; title:Long-Term_Capital_Management; score:0.032258
	FP => company:[4731,4738]; score:1.000000; title:Company; score:0.061632
	FP => waived:[4971,4977]; score:1.000000; title:Waiver; score:0.047763
	FP => appointment:[765,776]; score:1.000000; title:Appointment_of_Catholic_bishops; score:0.002661
	FP => experience:[5196,5206]; score:1.000000; title:Experience; score:0.024077
	FP => conjunction:[4893,4904]; score:1.000000; title:Logical_conjunction; score:0.013524
	FP => under fire:[397,407]; score:1.000000; title:Under_Fire_(film); score:0.001527
	FP => stand:[5084,5089]; score:1.000000; title:The_Stand; score:0.007148
	FP => Bob:[3072,3075]; score:1.000000; title:Sideshow_Bob; score:0.028637
	FP => company:[2199,2206]; score:1.000000; title:Company; score:0.061632
	FP => credit:[3407,3413]; score:1.000000; title:Credit_(finance); score:0.087227
	FP => cash:[3882,3886]; score:1.000000; title:Cash; score:0.078732
	FP => vision:[2860,2866]; score:1.000000; title:VisionTV; score:0.013884
	FP => contract:[4541,4549]; score:1.000000; title:Contract; score:0.092799
	FP => nuts:[2295,2299]; score:1.000000; title:Nut_(fruit); score:0.011775
	FP => Carol:[3180,3185]; score:1.000000; title:Carol_I_of_Romania; score:0.017542
	FP => acceleration:[3925,3937]; score:1.000000; title:Acceleration; score:0.010996
	FP => years:[1916,1921]; score:1.000000; title:Millennium; score:0.037254
	FP => post:[295,299]; score:1.000000; title:The_Washington_Post; score:0.059009
	FP => stock:[352,357]; score:1.000000; title:Stock; score:0.112657
	FP => Industry:[2710,2718]; score:1.000000; title:Industry; score:0.046554
	FP => thought:[1456,1463]; score:1.000000; title:Thought; score:0.017072
	FP => investors:[411,420]; score:1.000000; title:Investor; score:0.098091
	FP => hammers:[1646,1653]; score:1.000000; title:Hammer; score:0.023979
	FP => intrinsic value:[4047,4062]; score:1.000000; title:Intrinsic_value_(ethics); score:0.002360
	FP => tenure:[230,236]; score:1.000000; title:Tenure; score:0.035903
	FP => Home Depot:[3272,3282]; score:1.000000; title:The_Home_Depot; score:0.098642
	FP => wholesale:[2097,2106]; score:1.000000; title:Wholesale; score:0.042042
	FP => investments:[1986,1997]; score:1.000000; title:Investment; score:0.084686
	FP => asked:[5011,5016]; score:1.000000; title:Question; score:0.007109
	FP => Wednesday:[148,157]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.027899
	FP => company:[4802,4809]; score:1.000000; title:Company; score:0.061632
	FP => Asked:[1422,1427]; score:1.000000; title:Question; score:0.007109
	FP => Joe:[3225,3228]; score:1.000000; title:Coffee; score:0.049536
	FP => investors:[1408,1417]; score:1.000000; title:Investor; score:0.098091
	FP => Blake:[2763,2768]; score:1.000000; title:William_Blake; score:0.115693
	FP => percent:[2577,2584]; score:1.000000; title:Percentage; score:0.041337
 => Home Depot:[4829,4839]; score:1.000000; title:The_Home_Depot; score:0.098642
P/R/F:0.09615385/0.42553192/0.15686275; tpCount:20.0; fpCount:188.0; fnCount:27.0
[Tra16444229.txt]
***************** Gold Standard: ***********************
 => George Bush Intercontinental Airport:[241,277]; score:1.000000; title:George Bush Intercontinental Airport; score:1.000000
	FN => HOUSTON:[121,128]; score:1.000000; title:Houston, Texas; score:1.000000
 => United States:[1140,1153]; score:1.000000; title:United States; score:1.000000
	FN => Carlos Osorio:[726,739]; score:1.000000; title:Carlos Osorio; score:1.000000
 => Texas:[13,18]; score:1.000000; title:Texas; score:1.000000
 => Houston:[354,361]; score:1.000000; title:Houston, Texas; score:1.000000
	FN => Osorio:[828,834]; score:1.000000; title:Carlos Osorio; score:1.000000
	FN => Police:[396,402]; score:1.000000; title:List of U.S. state and local law enforcement agencies; score:1.000000
 => London:[1267,1273]; score:1.000000; title:London; score:1.000000

************************ System Result: ***************************
	FP => Harris County:[868,881]; score:1.000000; title:Harris_County,_Texas; score:0.043953
	FP => Aguilar:[713,720]; score:1.000000; title:Pepe_Aguilar; score:0.005794
 => London:[1267,1273]; score:1.000000; title:London; score:0.085237
	FP => Rick:[601,605]; score:1.000000; title:Rickenbacker; score:0.022193
	FP => office:[1274,1280]; score:1.000000; title:Office; score:0.057013
	FP => company:[1159,1166]; score:1.000000; title:Company_(military_unit); score:0.098366
	FP => contractor:[168,178]; score:1.000000; title:David_Storey; score:0.007484
 => George Bush Intercontinental Airport:[241,277]; score:1.000000; title:George_Bush_Intercontinental_Airport; score:0.096240
	FP => discovered:[338,348]; score:1.000000; title:Discovery_(observation); score:0.009744
	FP => police:[279,285]; score:1.000000; title:Police_officer; score:0.162320
	FP => airlines:[1350,1358]; score:1.000000; title:Airline; score:0.129215
	FP => message:[1235,1242]; score:1.000000; title:Message; score:0.018811
	FP => Manuel:[694,700]; score:1.000000; title:Charlie_Manuel; score:0.003043
	FP => Ricardo:[705,712]; score:1.000000; title:Ricardo_Montalbán; score:0.021404
	FP => Jail:[882,886]; score:1.000000; title:Prison; score:0.106335
	FP => men:[1036,1039]; score:1.000000; title:Two_and_a_Half_Men; score:0.070679
	FP => firm:[71,75]; score:1.000000; title:Business; score:0.048574
 => Texas:[13,18]; score:1.000000; title:Texas; score:0.086755
	FP => Police:[396,402]; score:1.000000; title:Police_officer; score:0.162320
	FP => bond:[898,902]; score:1.000000; title:Bond_(finance); score:0.065254
	FP => left:[1243,1247]; score:1.000000; title:Left-wing_politics; score:0.041912
	FP => Group:[1068,1073]; score:1.000000; title:Musical_ensemble; score:0.031872
	FP => brothers:[818,826]; score:1.000000; title:Sibling; score:0.023997
	FP => company:[1077,1084]; score:1.000000; title:Company_(military_unit); score:0.098366
	FP => organized criminal activity:[647,674]; score:1.000000; title:Organized_crime; score:0.120454
	FP => bin:[114,117]; score:1.000000; title:Osama_bin_Laden; score:0.081133
	FP => police:[1207,1213]; score:1.000000; title:Police_officer; score:0.162320
	FP => flights:[1121,1128]; score:1.000000; title:Flight; score:0.059030
	FP => thefts:[35,41]; score:1.000000; title:Theft; score:0.209759
	FP => Daniel:[766,772]; score:1.000000; title:Daniel; score:0.024544
	FP => accused:[76,83]; score:1.000000; title:The_Accused_(1988_film); score:0.023659
	FP => Dec.:[387,391]; score:1.000000; title:December; score:0.019455
 => United States:[1140,1153]; score:1.000000; title:United_States; score:0.079180
	FP => Houston:[580,587]; score:1.000000; title:Houston; score:0.101881
	FP => clear:[961,966]; score:1.000000; title:Clear_Channel_Communications; score:0.022227
	FP => airport:[19,26]; score:1.000000; title:Airport; score:0.189246
	FP => locations:[552,561]; score:1.000000; title:Location_(geography); score:0.004039
	FP => held:[856,860]; score:1.000000; title:Al_Held; score:0.002155
	FP => night:[1318,1323]; score:1.000000; title:Night; score:0.032651
	FP => twin:[680,684]; score:1.000000; title:Minnesota_Twins; score:0.034625
	FP => telephone:[1225,1234]; score:1.000000; title:Telephone; score:0.067899
	FP => investigation:[1192,1205]; score:1.000000; title:Federal_Bureau_of_Investigation; score:0.192461
	FP => owners:[1388,1394]; score:1.000000; title:Ownership; score:0.042320
	FP => men:[992,995]; score:1.000000; title:Two_and_a_Half_Men; score:0.070679
	FP => Aguilar:[810,817]; score:1.000000; title:Pepe_Aguilar; score:0.005794
	FP => Osorio:[828,834]; score:1.000000; title:Mariano_Osorio; score:0.022411
	FP => Workers:[43,50]; score:1.000000; title:Laborer; score:0.011351
	FP => figure:[1411,1417]; score:1.000000; title:Figure_skating; score:0.029738
 => Houston:[354,361]; score:1.000000; title:Houston; score:0.101881
	FP => brothers:[685,693]; score:1.000000; title:Sibling; score:0.023997
	FP => Police:[588,594]; score:1.000000; title:Police_officer; score:0.162320
	FP => this week:[795,804]; score:1.000000; title:BBC_News; score:0.049061
	FP => thefts:[204,210]; score:1.000000; title:Theft; score:0.209759
	FP => company:[1257,1264]; score:1.000000; title:Company_(military_unit); score:0.098366
P/R/F:0.09259259/0.5555556/0.15873015; tpCount:5.0; fpCount:49.0; fnCount:4.0
[Hea16451212.txt]
***************** Gold Standard: ***********************
	FN => Washington:[1524,1534]; score:1.000000; title:Washington, D.C.; score:1.000000
 => Pittsburgh:[3887,3897]; score:1.000000; title:Pittsburgh, Pennsylvania; score:1.000000
 => SCHIP:[1678,1683]; score:1.000000; title:State Children's Health Insurance Program; score:1.000000
	FN => Highmark Blue Cross Blue Shield:[3911,3942]; score:1.000000; title:Highmark; score:1.000000
 => Medicaid:[917,925]; score:1.000000; title:Medicaid; score:1.000000
 => Western Pennsylvania:[3946,3966]; score:1.000000; title:Western Pennsylvania; score:1.000000
 => Alabama:[346,353]; score:1.000000; title:Alabama; score:1.000000
 => Alabama:[2106,2113]; score:1.000000; title:Alabama; score:1.000000
 => Medicaid:[4585,4593]; score:1.000000; title:Medicaid; score:1.000000
 => U.S.:[1105,1109]; score:1.000000; title:United States; score:1.000000
	FN => Blue Cross and Blue Shield of Alabama:[777,814]; score:1.000000; title:Blue Cross and Blue Shield of Alabama; score:1.000000
 => U.S. government:[291,306]; score:1.000000; title:U.S. government; score:1.000000
	FN => Highmark:[4203,4211]; score:1.000000; title:Highmark; score:1.000000
 => Alabama:[4354,4361]; score:1.000000; title:Alabama; score:1.000000
	FN => United States:[1136,1149]; score:1.000000; title:United States; score:1.000000
 => U.S. Congress:[1589,1602]; score:1.000000; title:United States Congress; score:1.000000
 => University of Alabama at Birmingham:[3521,3556]; score:1.000000; title:University of Alabama at Birmingham; score:1.000000
 => State Children's Health Insurance Program:[1635,1676]; score:1.000000; title:State Children's Health Insurance Program; score:1.000000
 => SCHIP:[4312,4317]; score:1.000000; title:State Children's Health Insurance Program; score:1.000000
	FN => Ala.:[133,137]; score:1.000000; title:Alabama; score:1.000000
 => School of Nursing:[3557,3574]; score:1.000000; title:School of Nursing; score:1.000000
	FN => BIRMINGHAM:[121,131]; score:1.000000; title:Birmingham, Alabama; score:1.000000
 => Reuters:[2819,2826]; score:1.000000; title:Reuters; score:1.000000
 => Congress:[4291,4299]; score:1.000000; title:United States Congress; score:1.000000

************************ System Result: ***************************
	FP => private insurance:[4858,4875]; score:1.000000; title:Insurance; score:0.145110
	FP => money:[4441,4446]; score:1.000000; title:Money_(magazine); score:0.045605
 => Medicaid:[917,925]; score:1.000000; title:Medicaid; score:0.234823
	FP => steel:[3996,4001]; score:1.000000; title:Steel; score:0.032309
	FP => point:[264,269]; score:1.000000; title:CNN; score:0.060036
	FP => Jennifer:[1428,1436]; score:1.000000; title:Jennifer_Warnes; score:0.019754
	FP => free:[2927,2931]; score:1.000000; title:Free_will; score:0.030469
	FP => tobacco companies:[4474,4491]; score:1.000000; title:Tobacco_industry; score:0.033538
	FP => enacted:[4300,4307]; score:1.000000; title:Act_of_Congress; score:0.039911
	FP => financial:[535,544]; score:1.000000; title:Finance; score:0.067903
	FP => families:[3410,3418]; score:1.000000; title:Family; score:0.083735
	FP => eye:[3657,3660]; score:1.000000; title:Eye; score:0.027097
	FP => years:[3696,3701]; score:1.000000; title:Millennium; score:0.033062
	FP => mother:[2408,2414]; score:1.000000; title:Mother; score:0.057197
 => Reuters:[2819,2826]; score:1.000000; title:Reuters; score:0.040026
	FP => medical care:[53,65]; score:1.000000; title:Health_care; score:0.195342
	FP => children:[2144,2152]; score:1.000000; title:Child; score:0.113499
	FP => forced:[2045,2051]; score:1.000000; title:Force; score:0.015656
	FP => parents:[443,450]; score:1.000000; title:Parent; score:0.064261
	FP => Dana:[2395,2399]; score:1.000000; title:Dana_College; score:0.013998
	FP => settlement:[4458,4468]; score:1.000000; title:Settlement_(litigation); score:0.030891
	FP => insurance:[4622,4631]; score:1.000000; title:Insurance; score:0.145110
 => Alabama:[346,353]; score:1.000000; title:Alabama; score:0.118950
	FP => program:[4427,4434]; score:1.000000; title:Television_program; score:0.042065
	FP => program:[2892,2899]; score:1.000000; title:Television_program; score:0.042065
	FP => laid-off:[3987,3995]; score:1.000000; title:Layoff; score:0.037219
	FP => children:[1110,1118]; score:1.000000; title:Child; score:0.113499
	FP => foster child:[2381,2393]; score:1.000000; title:Foster_care; score:0.110540
	FP => poverty level:[4834,4847]; score:1.000000; title:Poverty_threshold; score:0.104118
	FP => matching:[4333,4341]; score:1.000000; title:Matching_(graph_theory); score:0.000273
	FP => private:[3132,3139]; score:1.000000; title:Private_sector; score:0.078725
	FP => children:[75,83]; score:1.000000; title:Child; score:0.113499
