[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Viktor Klima:[664,676]; score:1.000000; title:Viktor Klima; score:1.000000
	FP => oldest man:[1244,1254]; score:1.000000; title:Oldest_people; score:0.111018
	FP => shuttle:[1024,1031]; score:1.000000; title:Space_Shuttle; score:0.162360
	FP => fire:[288,292]; score:1.000000; title:Emerson,_Lake_&_Palmer; score:0.077505
	FP => in orbit:[168,176]; score:1.000000; title:Orbiter; score:0.107568
	FP => station:[1032,1039]; score:1.000000; title:Television_channel; score:0.049606
	FP => Jan.:[184,188]; score:1.000000; title:January; score:0.057368
	FP => orbit:[1364,1369]; score:1.000000; title:Orbit; score:0.132416
 => Hubble Space Telescope:[710,732]; score:1.000000; title:Hubble_Space_Telescope; score:0.115401
	FP => Earth:[1095,1100]; score:1.000000; title:Earth; score:0.086235
	FP => Sept.:[1051,1056]; score:1.000000; title:September; score:0.062587
	FP => oldest man:[1385,1395]; score:1.000000; title:Oldest_people; score:0.111018
 => Roger Chaffee:[239,252]; score:1.000000; title:Roger_B._Chaffee; score:0.094428
 => Atlantis:[989,997]; score:1.000000; title:Space_Shuttle_Atlantis; score:0.163770
	FP => in space:[1255,1263]; score:1.000000; title:2009_in_spaceflight; score:0.165323
	FP => world record:[1164,1176]; score:1.000000; title:World_record; score:0.110140
 => Neil Armstrong:[345,359]; score:1.000000; title:Neil_Armstrong; score:0.160301
	FP => orbit:[752,757]; score:1.000000; title:Orbit; score:0.132416
 => spacecraft:[275,285]; score:1.000000; title:Spacecraft; score:0.124523
	FP => launched:[878,886]; score:1.000000; title:Ship_naming_and_launching; score:0.131676
	FP => in space:[610,618]; score:1.000000; title:2009_in_spaceflight; score:0.165323
 => Buzz Aldrin:[367,378]; score:1.000000; title:Buzz_Aldrin; score:0.126856
 => Edward White II:[216,231]; score:1.000000; title:Edward_Higgins_White; score:0.106316
	FP => Mir:[1115,1118]; score:1.000000; title:Mir; score:0.157998
 => Sally Ride:[568,578]; score:1.000000; title:Sally_Ride; score:0.132953
	FP => U.S.:[1130,1134]; score:1.000000; title:United_States; score:0.107034
	FP => women:[1181,1186]; score:1.000000; title:Woman; score:0.056596
 => launch pad:[297,307]; score:1.000000; title:Launch_pad; score:0.100957
 => Apollo 1:[263,271]; score:1.000000; title:Apollo_1; score:0.115483
	FP => set:[18,21]; score:1.000000; title:Set_list; score:0.052690
	FP => in space:[1396,1404]; score:1.000000; title:2009_in_spaceflight; score:0.165323
	FP => age:[1228,1231]; score:1.000000; title:The_Age; score:0.054321
	FP => June 29:[973,980]; score:1.000000; title:June_29; score:0.174704
 => Shannon Lucid:[1068,1081]; score:1.000000; title:Shannon_Lucid; score:0.146957
	FP => mission:[1119,1126]; score:1.000000; title:The_Mission_(band); score:0.084721
	FP => Oct. 29:[1268,1275]; score:1.000000; title:October_29; score:0.148154
	FP => Dec.:[762,766]; score:1.000000; title:December; score:0.034264
	FP => year:[1334,1338]; score:1.000000; title:1927; score:0.123840
	FP => Nov.:[1191,1195]; score:1.000000; title:November; score:0.059649
	FP => April 12:[481,489]; score:1.000000; title:April_12; score:0.158261
 => Apollo 11:[330,339]; score:1.000000; title:Apollo_11; score:0.160348
	FP => endurance:[1141,1150]; score:1.000000; title:Endurance_racing_(motorsport); score:0.052443
 => Mir:[963,966]; score:1.000000; title:Mir; score:0.157998
	FP => Jan.:[623,627]; score:1.000000; title:January; score:0.057368
	FP => Glenn:[1348,1353]; score:1.000000; title:Glenn_Research_Center; score:0.068060
	FP => visit:[956,961]; score:1.000000; title:The_Visit; score:0.045454
	FP => June 18:[552,559]; score:1.000000; title:June_18; score:0.167853
	FP => killing:[662,669]; score:1.000000; title:The_Killing_(film); score:0.023029
 => Discovery:[1284,1293]; score:1.000000; title:Space_Shuttle_Discovery; score:0.173951
	FP => launched:[807,815]; score:1.000000; title:Ship_naming_and_launching; score:0.131676
 => Gus Grissom:[200,211]; score:1.000000; title:Gus_Grissom; score:0.114326
	FP => March 14:[820,828]; score:1.000000; title:March_14; score:0.135580
	FP => land:[381,385]; score:1.000000; title:Landing; score:0.063223
	FP => April 25:[693,701]; score:1.000000; title:April_25; score:0.173601
	FP => American:[416,424]; score:1.000000; title:American_Recordings_(US); score:0.116781
 => Story Musgrave:[1207,1221]; score:1.000000; title:Story_Musgrave; score:0.070598
 => space shuttle:[525,538]; score:1.000000; title:Space_Shuttle; score:0.162360
	FP => in orbit:[468,476]; score:1.000000; title:Orbiter; score:0.107568
	FP => Glenn:[12,17]; score:1.000000; title:Glenn_Research_Center; score:0.068060
	FP => record:[1151,1157]; score:1.000000; title:World_record; score:0.110140
	FP => Apollo:[425,431]; score:1.000000; title:Apollo_8; score:0.169109
	FP => May 5:[51,56]; score:1.000000; title:May_5; score:0.122195
	FP => link:[463,467]; score:1.000000; title:Link_Wray; score:0.060462
	FP => board:[683,688]; score:1.000000; title:Board_of_directors; score:0.062668
	FP => July 17:[401,408]; score:1.000000; title:July_17; score:0.169632
	FP => Feb.:[116,120]; score:1.000000; title:February; score:0.072865
	FP => Hubble:[782,788]; score:1.000000; title:Hubble_Space_Telescope; score:0.115401
	FP => woman:[604,609]; score:1.000000; title:Woman; score:0.056596
 => John Glenn:[132,142]; score:1.000000; title:John_Glenn; score:0.182773
 => Alan Shepard:[65,77]; score:1.000000; title:Alan_Shepard; score:0.157162
	FP => Soviet:[436,442]; score:1.000000; title:Soviet_Union; score:0.099805
	FP => July 20:[314,321]; score:1.000000; title:July_20; score:0.169915
 => Soyuz spacecraft:[444,460]; score:1.000000; title:Soyuz_(spacecraft); score:0.112584
P/R/F:0.275/0.84615386/0.41509435; tpCount:22.0; fpCount:58.0; fnCount:4.0
[APW19980620_0458.htm]
***************** Gold Standard: ***********************
 => Associated Press:[928,944]; score:1.000000; title:Associated Press; score:1.000000
 => prisoner of war:[84,99]; score:1.000000; title:prisoner of war; score:1.000000
	FN => Iran-Iraq War:[704,717]; score:1.000000; title:Iran-Iraq War; score:1.000000
	FN => Iraqi News Agency:[257,274]; score:1.000000; title:National Iraqi News Agency; score:1.000000
 => International Committee of the Red Cross:[798,838]; score:1.000000; title:International Committee of the Red Cross; score:1.000000
 => Baghdad:[891,898]; score:1.000000; title:Baghdad; score:1.000000
	FN => Mohammed Saeed al-Sahhaf:[314,338]; score:1.000000; title:Muhammad Saeed al-Sahhaf; score:1.000000
	FN => Iran:[74,78]; score:1.000000; title:Iran; score:1.000000
	FN => Iraqi Cabinet ministers:[127,150]; score:1.000000; title:Council of Ministers of Iraq; score:1.000000
	FN => Missing-In-Action:[451,468]; score:1.000000; title:Missing in action; score:1.000000

************************ System Result: ***************************
	FP => POWs:[763,767]; score:1.000000; title:Prisoner_of_war; score:0.111742
	FP => exchange:[1174,1182]; score:1.000000; title:Microsoft_Exchange_Server; score:0.004628
	FP => ICRC:[867,871]; score:1.000000; title:International_Committee_of_the_Red_Cross; score:0.074182
	FP => POWs:[505,509]; score:1.000000; title:Prisoner_of_war; score:0.111742
	FP => holds:[26,31]; score:1.000000; title:Hold_(baseball); score:0.001395
	FP => Iran:[74,78]; score:1.000000; title:Pahlavi_dynasty; score:0.098328
 => Baghdad:[891,898]; score:1.000000; title:Baghdad; score:0.069102
	FP => Foreign Minister:[296,312]; score:1.000000; title:Foreign_minister; score:0.133467
	FP => detainees:[1149,1158]; score:1.000000; title:Detention_(imprisonment); score:0.045324
	FP => representative:[872,886]; score:1.000000; title:House_of_Representatives; score:0.021710
	FP => Abdullah:[346,354]; score:1.000000; title:Abdullah_Abdullah; score:0.085667
	FP => Iraq:[611,615]; score:1.000000; title:Anglo-Iraqi_War; score:0.106744
	FP => difficulty:[976,986]; score:1.000000; title:Difficulty_level; score:0.001953
	FP => bid:[167,170]; score:1.000000; title:Bidding; score:0.001578
	FP => Iraq:[237,241]; score:1.000000; title:Anglo-Iraqi_War; score:0.106744
	FP => April:[1041,1046]; score:1.000000; title:April_27; score:0.047756
	FP => countries:[725,734]; score:1.000000; title:Country; score:0.036371
	FP => POW:[442,445]; score:1.000000; title:Prisoner_of_war; score:0.111742
	FP => Iranian:[661,668]; score:1.000000; title:Iranian_peoples; score:0.035515
	FP => Iraqi:[1068,1073]; score:1.000000; title:Iraqi_people; score:0.064384
	FP => INA:[479,482]; score:1.000000; title:Indian_National_Army; score:0.076868
	FP => Iraqi:[43,48]; score:1.000000; title:Iraqi_people; score:0.064384
 => International Committee of the Red Cross:[798,838]; score:1.000000; title:International_Committee_of_the_Red_Cross; score:0.074182
	FP => missing persons:[514,529]; score:1.000000; title:Missing_person; score:0.041956
	FP => negotiator:[15,25]; score:1.000000; title:Negotiation; score:0.038438
	FP => people:[1218,1224]; score:1.000000; title:People; score:0.026703
	FP => classified:[1125,1135]; score:1.000000; title:Classified_information; score:0.057877
	FP => Saturday:[153,161]; score:1.000000; title:The_Saturdays; score:0.018775
 => prisoner of war:[84,99]; score:1.000000; title:Prisoner_of_war; score:0.111742
	FP => Iranian:[3,10]; score:1.000000; title:Iranian_peoples; score:0.035515
	FP => basis:[1028,1033]; score:1.000000; title:Basis_point; score:0.010104
	FP => visiting:[987,995]; score:1.000000; title:The_Invasion_(film); score:0.011819
	FP => Iraq:[1083,1087]; score:1.000000; title:Anglo-Iraqi_War; score:0.106744
	FP => POWs:[1074,1078]; score:1.000000; title:Prisoner_of_war; score:0.111742
	FP => file:[471,475]; score:1.000000; title:File_(tool); score:0.018861
	FP => POWs:[1100,1104]; score:1.000000; title:Prisoner_of_war; score:0.111742
	FP => Iraqi:[290,295]; score:1.000000; title:Iraqi_people; score:0.064384
	FP => head:[65,69]; score:1.000000; title:Head_teacher; score:0.022430
	FP => regular:[1020,1027]; score:1.000000; title:Regular_graph; score:0.002953
	FP => Iran-Iraq War.:[1255,1269]; score:1.000000; title:Iran–Iraq_War; score:0.124328
	FP => Iran:[1048,1052]; score:1.000000; title:Pahlavi_dynasty; score:0.098328
	FP => met:[113,116]; score:1.000000; title:Metropolitan_Police_Service; score:0.047665
	FP => prisoner:[844,852]; score:1.000000; title:Prisoner_of_war; score:0.111742
	FP => civil law:[1139,1148]; score:1.000000; title:Civil_law_(legal_system); score:0.042007
	FP => POWs:[219,223]; score:1.000000; title:Prisoner_of_war; score:0.111742
 => Associated Press:[928,944]; score:1.000000; title:Associated_Press; score:0.042742
	FP => official:[247,255]; score:1.000000; title:Official; score:0.034354
	FP => Iranian:[211,218]; score:1.000000; title:Iranian_peoples; score:0.035515
	FP => closure:[409,416]; score:1.000000; title:Closure_(computer_science); score:0.001116
	FP => killed:[1230,1236]; score:1.000000; title:Murder; score:0.047516
	FP => 1 million:[1208,1217]; score:1.000000; title:Million; score:0.041272
	FP => POW:[11,14]; score:1.000000; title:Prisoner_of_war; score:0.111742
	FP => Iraqi:[257,262]; score:1.000000; title:Iraqi_people; score:0.064384
	FP => freed:[1088,1093]; score:1.000000; title:Alan_Freed; score:0.016314
	FP => organization:[955,967]; score:1.000000; title:Organization; score:0.021858
	FP => long:[620,624]; score:1.000000; title:Long_(finance); score:0.001395
	FP => POWs:[996,1000]; score:1.000000; title:Prisoner_of_war; score:0.111742
	FP => commission:[102,112]; score:1.000000; title:Commissioner; score:0.054006
	FP => Manuel:[902,908]; score:1.000000; title:Charlie_Manuel; score:0.009237
P/R/F:0.06779661/0.4/0.11594202; tpCount:4.0; fpCount:55.0; fnCount:6.0
[APW19981215_1083.htm]
***************** Gold Standard: ***********************
 => Switzerland:[908,919]; score:1.000000; title:Switzerland; score:1.000000
	FN => put to sleep:[1249,1261]; score:1.000000; title:Animal euthanasia; score:1.000000
 => Erfurt:[440,446]; score:1.000000; title:Erfurt; score:1.000000
 => elephants:[208,217]; score:1.000000; title:Elephant; score:1.000000
	FN => Saxony:[1323,1329]; score:1.000000; title:Saxony; score:1.000000
 => South African:[581,594]; score:1.000000; title:South Africa; score:1.000000
	FN => Zoo:[83,86]; score:1.000000; title:Zoo; score:1.000000
	FN => parliament:[1169,1179]; score:1.000000; title:Bundestag; score:1.000000
	FN => Dresden:[72,79]; score:1.000000; title:Dresden; score:1.000000
 => Cologne:[358,365]; score:1.000000; title:Cologne; score:1.000000
	FN => Germany:[466,473]; score:1.000000; title:Germany; score:1.000000
	FN => Africa:[244,250]; score:1.000000; title:Africa; score:1.000000
	FN => National Society for the Prevention of Cruelty to Animals:[756,813]; score:1.000000; title:Humane Society; score:1.000000
	FN => Environment Minister Juergen Trittin's:[125,163]; score:1.000000; title:Jürgen Trittin; score:1.000000
 => Botswana:[554,562]; score:1.000000; title:Botswana; score:1.000000

************************ System Result: ***************************
	FP => German:[3,9]; score:1.000000; title:Germany; score:0.198336
	FP => director:[272,280]; score:1.000000; title:Film_director; score:0.080129
	FP => court:[97,102]; score:1.000000; title:Court; score:0.154272
	FP => zoos:[449,453]; score:1.000000; title:Zoo; score:0.148332
	FP => South Africa:[1267,1279]; score:1.000000; title:South_Africa; score:0.159279
	FP => pfg:[1492,1495]; score:1.000000; title:Bulgarian_A_Professional_Football_Group; score:0.002229
	FP => August:[532,538]; score:1.000000; title:Augusto_Pinochet; score:0.092358
	FP => Otto:[1118,1122]; score:1.000000; title:Otto_von_Bismarck; score:0.133424
	FP => minister:[1310,1318]; score:1.000000; title:Minister_(government); score:0.097505
	FP => elephants:[1044,1053]; score:1.000000; title:Elephant; score:0.112792
	FP => children:[1398,1406]; score:1.000000; title:Child; score:0.070460
	FP => Saxony:[1323,1329]; score:1.000000; title:Lower_Saxony; score:0.170198
	FP => Germany:[886,893]; score:1.000000; title:Germany; score:0.198336
	FP => fate:[1071,1075]; score:1.000000; title:Doctor_Fate; score:0.028711
	FP => Erfurt:[1148,1154]; score:1.000000; title:Erfurt; score:0.135696
	FP => temporary:[730,739]; score:1.000000; title:Temporary_work; score:0.017214
	FP => South African:[608,621]; score:1.000000; title:South_Africa; score:0.159279
	FP => young:[504,509]; score:1.000000; title:Young_Divas; score:0.015547
	FP => abused:[677,683]; score:1.000000; title:Abuse; score:0.036329
	FP => capital:[1356,1363]; score:1.000000; title:Capital_punishment; score:0.115170
	FP => cultural:[1301,1309]; score:1.000000; title:Culture; score:0.068473
	FP => Hubert:[281,287]; score:1.000000; title:Hubert_Humphrey; score:0.057490
	FP => protest:[960,967]; score:1.000000; title:Protest; score:0.104616
	FP => write:[1410,1415]; score:1.000000; title:Writing; score:0.047514
	FP => animals:[981,988]; score:1.000000; title:The_Animals; score:0.101259
 => Switzerland:[908,919]; score:1.000000; title:Switzerland; score:0.111748
	FP => farm:[713,717]; score:1.000000; title:Farm; score:0.087234
	FP => month:[645,650]; score:1.000000; title:Month; score:0.043679
	FP => week:[936,940]; score:1.000000; title:Week; score:0.033329
	FP => Norbert:[1110,1117]; score:1.000000; title:Norbert_of_Xanten; score:0.011685
	FP => abuse:[972,977]; score:1.000000; title:Abuse; score:0.036329
	FP => asked:[1365,1370]; score:1.000000; title:Question; score:0.032358
 => South African:[581,594]; score:1.000000; title:South_Africa; score:0.159279
	FP => month:[414,419]; score:1.000000; title:Month; score:0.043679
 => Cologne:[358,365]; score:1.000000; title:Cologne; score:0.142083
	FP => face:[1058,1062]; score:1.000000; title:Face; score:0.046666
	FP => elephants:[1463,1472]; score:1.000000; title:Elephant; score:0.112792
	FP => zoo:[10,13]; score:1.000000; title:Zoo; score:0.148332
	FP => school:[1391,1397]; score:1.000000; title:School; score:0.066065
	FP => judge:[834,839]; score:1.000000; title:Judge; score:0.215402
